sensor_id,lat,lon
1850,23.51,62.22
2294,23.5,46.77
2234,26.18,45.9
3558,25.16,51.17
3436,25.69,47.74
2262,25.22,48.7
1764,21.96,58.45
2224,24.3,52.17
3836,23.13,57.41
2038,27.8,42.07
2323,23.84,52.99
1952,21.08,65.39
2266,21.5,69.73
2292,22.49,57.06
1846,22.33,56.01
3620,24.27,60.93
3512,23.34,63.58
2228,25.11,49.29
1954,25.79,45.87
3438,23.46,60.92
3092,23.84,0
1962,24.8,50.15
3474,25.71,51.25
3096,25.95,46.8
2232,24.83,52.71
2607,23.29,56.82
3738,27.01,42.75
2040,23.3,58.35
3102,24.95,47.63
2216,24.43,53.62
2036,22.6,60.65
3472,25.69,50.13
3432,22.87,64.43
3428,27.43,43.56
2230,26.84,49.96
2264,23.92,63.12
1850,23.44,62.17
2294,23.66,45.67
2234,26.31,45.61
3558,25.16,51.09
3436,25.69,47.82
2262,25.07,48.96
1764,21.93,57.24
2224,24.41,51.74
3836,22.77,59.15
2038,27.81,42.09
2323,23.83,53.46
1952,20.89,65.87
2266,20.99,71.75
2292,22.43,57.27
1846,22.31,56.02
3512,23.23,64.44
2228,25.18,49.05
1954,25.7,46.1
3438,23.37,61.16
3620,24.08,60.71
3092,23.85,0
1962,24.78,50.04
3474,25.47,51.98
3096,25.94,46.78
2232,25.54,51.04
2607,23.13,57.5
3738,27.04,42.85
3102,24.85,47.5
2040,23.1,59.28
2216,24.43,53.69
2036,22.8,60
3432,22.81,64.59
3428,26.9,45
3472,25.83,49.82
2230,26.83,50.14
2264,23.99,62.32
1850,23.45,62.11
2234,26.32,45.8
2294,23.71,45.26
3558,25.08,51.49
2262,25.03,49.02
3436,25.64,47.78
1764,21.93,57.71
2224,24.49,51.43
3836,22.82,58.91
2038,27.86,41.97
2323,23.77,53.7
1952,20.7,66.78
2266,20.94,72.05
2292,22.44,57.74
1846,22.32,57.2
3512,22.97,65.23
2228,25.12,49.9
1954,25.62,46.46
3438,23.21,61.84
3092,23.92,0
1962,24.86,49.94
3474,25.42,51.98
3096,25.64,47.42
2232,25.53,51.15
2607,22.73,58.22
3620,24.15,60.88
3102,24.85,47.42
2040,23.05,59.54
2216,24.33,54.31
2036,22.59,60.93
3432,22.95,64.19
3428,27.08,45.23
2230,26.76,50.66
3472,25.82,50.11
2264,23.89,62.68
1850,23.38,62.36
2294,23.76,44.73
3558,25.2,50.76
2234,26.2,46.38
2262,25.04,49.8
3436,25.55,47.93
1764,21.88,58.46
2224,24.14,53.04
3836,22.55,60.15
2038,27.94,41.81
2323,23.59,53.93
1952,20.89,65.91
2266,21.25,70.87
2292,22.37,57.68
1846,22.26,58.64
3512,23.16,64.53
2228,24.97,51.75
1954,25.58,46.78
3438,23.16,62.53
3092,23.82,0
1962,24.8,50.64
3474,25.18,52.68
3096,25.73,47.29
2232,25.93,49.92
2607,22.88,56.96
3738,26.84,43.27
3102,24.82,47.7
2040,23.12,59.18
2216,24.38,54.35
3620,24.58,60.61
3432,22.91,63.99
2036,22.91,57.78
3428,27.12,44.58
2230,26.7,50.79
3472,25.4,50.41
2264,23.55,61.35
1850,23.36,62.02
3500,26.43,45.76
2294,23.84,44.58
2234,25.95,46.97
3558,25.1,51.22
2262,24.98,49.92
1764,21.93,58.16
3436,25.69,47.43
2224,24.09,52.95
3836,22.62,59.25
2038,27.85,42.12
1952,20.79,66.03
2323,23.61,53.77
2266,21.42,70.36
2292,22.34,57.93
1846,22.18,58.3
3512,23.09,64.84
2228,24.8,52.77
1954,25.51,46.69
3438,22.79,63.36
3092,23.8,0
1962,24.78,51.06
3474,25.45,51.48
3096,25.43,47.91
2232,25.1,51.68
2607,22.85,58.5
3738,26.88,43.44
3102,24.85,48.15
2040,23.2,59.17
2216,24.18,55.27
3432,23,63.3
3428,27.07,44.39
2036,22.97,53.95
2230,26.68,50.73
3472,25.36,51.24
2264,23.65,62.05
1850,23.34,62.12
3500,26.44,45.55
3620,24.24,60.31
2294,23.86,45.94
2234,25.95,46.74
3558,25.12,51.37
2262,24.87,50.76
1764,21.88,57.77
3436,25.67,47.45
2224,23.92,53.61
3836,22.73,59.65
1952,20.53,66.81
2038,27.93,41.97
2323,23.78,54.05
2266,21.63,68.2
2292,22.38,58
1846,22.23,58.35
3512,23.21,63.89
2228,24.65,52.45
1954,25.53,46.72
3438,22.68,63.52
3092,23.78,0
1962,24.73,51.62
3474,25.26,52.06
3096,25.77,47.16
2232,25.49,51.04
2607,22.73,56.69
3738,26.88,43.27
2040,23.09,57.16
3102,24.82,49.05
2216,24.26,55.04
3432,22.95,63.38
3428,27.02,44.26
2230,26.48,51.33
2036,23.18,54.08
2264,23.7,62.37
1850,23.31,62.17
3472,25.38,50.49
3500,26.45,46.04
2234,25.9,47.21
2294,23.79,45.9
3558,25.05,51.81
2262,24.61,51.64
1764,21.85,58.88
3436,25.72,47.66
3620,23.85,62.84
2224,23.99,53.46
3836,22.9,58.46
1952,20.34,67.71
2038,27.83,42.38
2323,23.73,53.94
2266,20.58,73.17
2292,22.25,57.54
1846,22.21,57.04
3512,23.26,64.24
2228,24.76,52.83
1954,25.47,46.97
3438,22.68,63.51
3092,23.73,0
1962,24.72,52.09
3474,25.51,51.83
2232,25.08,52.17
3096,25.74,47.15
2607,22.76,58.03
3738,26.79,43.74
3102,24.83,49.11
2040,23.18,56.91
2216,24.46,54.71
3432,22.86,63.64
3428,26.99,44.49
2230,26.52,51.44
2036,23.13,53.16
2264,23.8,62.02
1850,23.33,61.92
3472,25.28,50.99
3500,26.34,46.5
2234,26.35,45.46
2294,23.49,47.55
3558,24.98,52.18
2262,24.74,51.59
1764,21.85,59.56
3436,25.76,47.22
2224,24.07,53.51
1952,20.28,67.65
3836,22.64,60.07
2038,27.89,42.46
2323,23.73,53.95
2266,20.51,74.1
2292,22.18,58.38
1846,22.19,57.33
3620,23.81,62.49
3512,23.31,63.58
2228,24.91,52.56
1954,25.42,46.91
3438,22.68,63.98
3092,23.71,0
1962,24.6,53.52
3474,25.4,51.96
2607,22.72,57.13
2232,26.1,50.41
3096,25.7,47.02
3738,27.02,43.24
2040,23.25,56.43
3102,24.85,48.89
2216,24.3,55.17
3432,22.99,63.44
3428,26.93,44.67
2230,26.23,52.78
2036,22.9,53.43
2264,23.9,60.06
1850,23.31,61.83
3500,26.33,46.2
3472,25.37,50.76
2234,26.38,45.67
2294,23.17,49.41
3558,25.03,52
2262,24.84,51.82
1764,21.81,59.48
3436,25.42,48.11
1952,20.16,68.22
3836,22.89,57.87
2224,24.23,53.06
2038,27.84,42.59
2323,23.82,53.67
2266,20.44,72.86
2292,22.09,58.41
1846,22.19,59.77
3512,23.34,64.01
2228,24.93,52.63
3620,23.5,62.62
1954,25.45,46.86
3438,22.62,63.81
3326,21.37,67.1
3092,23.8,0
1962,24.66,53.44
3474,25.46,52.06
2232,25.31,52.16
2607,22.81,57.92
3096,25.81,47.12
3738,26.68,44.54
3102,24.8,48.68
2040,23.63,55.52
2216,24.25,55.01
3432,22.99,63.14
3428,26.83,44.7
2230,26.42,51.92
2036,22.54,55
2264,23.79,61.64
1850,23.28,62.08
3500,26.31,46.26
3472,25.2,51.08
2234,26.57,44.98
2294,23.12,48.54
3558,24.95,52.35
2262,24.89,52.11
1764,21.72,59.63
1952,20.4,67.36
3436,25.61,47.6
3836,22.59,60.64
2224,23.99,53.48
2038,27.86,42.97
2323,23.87,53.52
2266,20.68,70.37
2292,22.15,58.38
1846,22.11,59.96
3512,23.43,62.75
2228,25.04,52.38
1954,25.46,46.96
3438,22.75,62.96
3092,23.87,0
1962,24.54,54.66
3620,23.79,61.97
3474,25.23,52.53
2232,26.54,49.38
2607,22.7,58.22
3096,25.79,47.29
3738,26.5,44.7
2040,23.39,56.41
3102,24.78,47.97
2216,24.33,54.83
3432,22.97,63.46
3428,26.7,45.35
2230,26.47,51.77
2036,22.7,53.64
2264,23.82,61.14
1850,23.28,62.05
3500,26.29,46.23
2234,26.13,46.08
3472,25.01,51.29
2294,23.06,49.7
3558,25.05,51.67
2262,24.43,53.85
1764,21.74,61.47
1952,20.56,66.52
3836,22.64,59.58
3436,25.47,48.27
2038,27.69,43.58
2323,23.57,55.11
2224,23.98,52.64
2266,20.74,70.42
2292,22.19,58.04
1846,22.09,58.06
3512,23.41,62.97
2228,24.9,52.76
1954,25.51,47.03
3438,22.76,63.26
3092,23.86,0
1962,24.52,54.37
3474,25.16,52.59
2232,25.06,52.44
2607,22.65,57.67
3096,25.76,47.55
3738,26.65,44.56
3102,24.72,48.48
2040,23.51,54.85
3620,23.67,62.29
2216,24.36,55.09
3428,26.69,44.42
3432,23.05,63.17
2230,26.42,51.98
2264,23.9,60.31
1850,23.27,62.09
2036,22.54,54.26
3500,26.24,46.42
2234,26.37,45.76
3472,25.15,51.24
2294,22.9,49.8
3558,24.99,52.14
2262,24.67,52.52
1764,21.78,63.42
1952,20.48,66.54
3836,22.38,60.81
2038,27.76,43.6
3436,25.74,47.39
2323,23.52,55.6
2224,24.21,49.99
2266,20.96,70.39
2292,22.01,58.76
1846,22.16,57.77
3512,23.48,62.16
2228,24.69,53.36
1954,25.46,47.05
3438,22.69,63.12
3092,23.79,0
1962,24.48,54.71
3474,25.25,52.18
2232,26.09,51.15
2607,22.63,58.63
3096,25.86,47.42
3738,26.64,44.59
2040,23.39,56.58
3102,24.63,47.7
2216,24.39,54.75
3432,22.73,64.43
3428,26.32,45.48
2230,26.46,51.71
2264,23.66,61.25
1850,23.27,62.09
2036,22.62,54.47
3620,23.42,62.73
2234,26.49,45.67
3472,25.31,50.97
2294,22.8,49.61
3558,25.07,51.47
2262,24.51,54.04
1764,21.6,62.6
1952,20.35,66.89
3836,22.34,61.48
2038,27.7,43.8
2323,23.56,54.91
3436,25.59,47.75
2224,24.31,50.65
2266,20.7,70.93
2292,21.99,59.18
1846,22.17,58.12
3512,23.53,62.4
2228,24.8,53.4
1954,25.49,46.87
3438,22.78,62.76
3092,23.73,0
1962,24.47,54.75
3474,25.22,52.57
2232,25.65,52.01
2607,22.62,58.92
3096,25.78,47.75
3738,26.65,44.76
3102,24.77,47.31
2040,23.65,54.62
2216,24.22,55.23
3432,22.82,64.1
3428,26.13,45.74
2230,26.49,51.75
2264,23.72,60.86
1850,23.24,62
2036,22.54,54.34
2234,26.36,45.9
2294,22.92,49
3472,25.46,50.57
2262,24.42,53.39
1764,21.63,62.13
3620,23.53,61.49
1952,20.63,65.78
2038,27.54,44.74
2323,23.51,54.97
2224,24.41,50.92
3436,25.65,47.84
2266,20.91,69.71
2292,21.9,58.96
1846,22.19,60.66
3512,23.31,62.46
2228,24.68,53.75
1954,25.44,47.12
3438,22.7,62.1
3092,23.72,0
1962,24.4,55.41
3474,25.1,52.91
2232,25.24,52.12
2607,22.56,58.25
3096,25.88,47.78
3102,24.86,46.82
2040,23.48,56.18
2216,24.18,55.53
3432,22.89,63.81
3428,26.17,45.93
2230,26.49,52.05
2264,23.36,62.26
1850,23.15,61.92
2036,22.27,55.2
2234,26.33,45.58
3558,25.05,49.41
2294,22.84,49.49
3472,25.14,51.56
2262,24.92,53.31
1764,21.61,61.43
1952,20.71,65.35
3836,22.49,61.46
2038,27.67,44.38
2323,23.75,54.68
2224,24.57,50.78
3436,25.52,48.37
3620,23.35,62.49
2292,21.99,58.59
1846,22.17,59.77
3512,23.38,62.3
2228,24.7,53.61
1954,25.31,47.44
3438,22.69,61.78
3092,23.78,0
1962,24.44,54.99
3474,25.18,52.71
2607,22.49,58.76
2232,25.61,51.81
3738,26.78,44.81
3096,25.77,47.94
3102,25.08,46.43
2040,23.54,55.88
2216,24.17,55.83
3432,22.88,63.86
3428,25.98,45.78
2230,26.46,52.36
2264,23.48,62.02
1850,23.15,61.95
2234,26.18,46.51
2036,22.17,55.32
2294,22.98,49.04
3558,24.91,50.08
3472,24.93,52.15
2262,24.7,53.88
1764,21.66,62.21
1952,20.71,65.35
3836,22.19,63.26
2038,27.72,44.5
2323,23.82,54.41
2224,24.44,51.05
3436,25.71,47.97
2266,20.82,70.84
2292,21.76,58.85
1846,22.22,62.16
3512,23.26,63.27
2228,24.63,53.46
3620,23.66,61.89
1954,25.18,48.22
3438,22.7,61.73
3092,23.72,0
1962,24.43,54.74
3474,25.24,52.71
2607,22.48,56.61
2232,24.86,53.32
3738,26.52,45.62
3096,25.78,47.52
3102,24.99,46.47
2040,23.56,55.98
2216,24.15,54.79
3428,25.94,46.82
3432,22.89,63.62
2230,26.36,52.76
2264,23.46,61.76
1850,23.11,62.06
2234,26.1,46.66
2036,22.69,53.51
3558,24.96,50.66
2294,23.14,48
2262,24.73,53.16
3472,24.54,53.06
1764,21.56,60.51
1952,20.54,65.82
3836,22.14,63.23
2038,27.69,44.92
2323,23.72,54.66
2224,24.25,49.9
3436,25.75,47.9
2266,20.7,70.96
2292,21.7,59.72
1846,22.21,58.24
3512,22.99,64.49
2228,24.47,54.03
1954,25.18,47.69
3438,22.55,62.66
3092,23.53,0
1962,24.42,55.38
3474,25.18,52.92
2607,22.8,56.12
2232,25.36,53.11
3738,26.57,45.66
3096,25.81,47.56
2040,23.58,56.5
3102,24.92,46.49
2230,26.34,52.73
3432,22.71,64.65
2264,23.46,60.76
1850,23.05,61.67
2234,25.8,47.1
2036,22.62,54.36
2294,23.04,49.04
2262,24.59,54.16
1764,21.55,59.6
3472,24.28,53.46
1952,20.44,66.31
2038,27.71,44.99
2323,23.66,54.39
2224,24.11,51.66
2266,20.53,71.89
2292,21.68,59.42
3436,25.84,47.76
1846,22.1,59.66
3512,23.03,64.11
2228,24.57,53.84
1954,25.22,48
3438,22.51,63.09
3092,23.56,0
1962,24.3,55.75
3474,25.38,52.25
2607,22.75,57.42
2232,24.4,55.22
3620,23.74,61.9
3738,26.63,45.75
3096,25.79,48.26
3102,24.79,46.83
2040,23.34,56.8
2216,24.36,50.84
2230,26.32,52.57
1850,23.02,61.5
2234,26.09,46.47
3428,25.41,49.63
2036,22.2,55.32
3558,24.97,50.19
2294,23.02,48.8
2323,23.6,54.71
1952,20.36,66.72
2038,27.7,44.99
3836,21.9,64.92
3472,24.52,50.6
3436,25.78,47.85
2292,21.7,59.34
2224,24.17,51.1
1846,22.1,61.8
3512,23.04,64.39
2266,20.49,71.72
2228,24.57,53.78
3438,22.52,62.7
3092,23.55,0
1962,24.31,55.63
3474,25.01,53.36
2607,22.8,56.99
2232,25.36,53.53
3500,25.9,48.29
3738,26.56,45.93
3102,24.58,47.27
2040,23.43,55.96
3096,25.69,48.74
2216,24.49,50.09
2230,26.3,52.84
3620,23.61,62.98
2264,23.55,61.19
3432,22.93,63.8
1850,23.03,61.67
2234,26.38,44.85
3428,25.43,49.55
2036,22.13,55.37
3558,25.01,50.1
2294,23.19,47.76
2262,24.37,54.2
1764,21.51,58.81
2323,23.43,55.67
2038,27.53,45.18
3836,21.86,65.27
1952,20.46,66
3472,24.56,52.13
3436,25.83,47.69
2292,21.56,59.94
1846,22.05,63.37
2224,24.19,50.26
2228,24.63,54.01
3438,22.48,62.42
2266,20.59,72.12
1954,25.28,48.77
3092,23.44,0
1962,24.21,55.68
3474,25.25,53.01
2607,22.95,55.34
2232,24.81,54.58
3500,25.92,48.54
2040,23.58,55.46
2216,24.47,50.35
1850,23.01,61.27
3432,22.81,64.25
3428,25.55,48.69
3620,23.71,62.58
2262,24.49,54.17
1764,21.82,56.89
2036,22.33,55.34
1952,20.8,64.94
1846,21.99,62.89
2292,21.6,60.11
3836,21.68,65.42
3512,23.15,64.15
2266,20.4,73.04
1954,25.28,48.99
3438,22.51,62.49
3500,25.93,48.93
3474,24.95,53.85
3738,26.6,46.06
2040,23.76,54.46
2216,24.35,51.04
3096,25.64,49.57
3102,24.43,47.83
2607,23.05,56.27
1850,23.01,61.31
2234,25.81,46.63
3432,22.9,63.83
2264,23.3,62.29
3428,25.61,49.51
2230,26.3,52.05
3558,25.01,48.22
2262,24.42,54.02
1764,22,56.63
2294,22.97,49.09
3620,23.63,62.82
2036,22.17,55.24
2323,23.39,56.96
1952,20.88,64.61
2038,27.57,45.7
1846,21.89,64.52
3836,21.65,65.83
3472,25.09,50.17
3436,25.77,48.45
2292,21.59,59.47
2228,24.71,52.36
2266,20.33,73.28
1954,25.2,49.3
1962,24.28,55.05
3474,25.09,53.26
2607,22.9,56.61
3500,25.95,49.35
3738,26.54,46.17
3102,24.39,48.25
1850,22.97,61.22
3092,23.28,0
2216,24.39,51.58
3432,22.92,63.34
2040,23.85,55.14
3096,25.49,49.93
2264,23.11,63.11
3428,25.7,48.62
2230,26.22,51.51
2294,22.95,48.14
1764,22,57.07
2323,22.31,60.71
2036,22.04,55.41
1952,20.71,65.22
1846,21.86,65.48
3558,25.08,48.49
3436,25.62,48.9
3620,23.7,63.04
2038,27.6,45.62
3472,25.23,49.66
3836,21.53,66.36
2292,21.72,59.93
2228,24.55,52.92
2266,20.32,72.83
1954,25.2,49.61
3438,22.59,62.27
3512,23.31,63.29
2224,24.03,49.74
1962,24.27,55.27
2232,25.52,52.09
2607,23.14,54.88
3500,25.96,49.44
3092,23.15,0
3738,26.56,45.94
3102,24.35,48.53
1850,22.94,61.46
2216,24.39,50.69
2234,26.06,46.24
3432,22.76,64.11
2040,23.79,55.46
2264,23.36,62.07
3096,25.54,49.85
3428,25.74,48.87
2230,26.25,51.75
2262,24.65,53.05
2294,22.89,49.1
1764,21.85,57.68
2323,22.43,60.39
3558,25.08,48.36
1952,20.68,65.16
2036,22.12,55.68
1846,21.74,65.67
3436,25.38,49.71
2038,27.44,45.61
2292,21.7,59.78
3472,25.24,49.9
1954,25.12,49.76
3438,22.59,63.18
3512,23.24,62.86
1962,24.3,55.2
3474,24.9,54.22
2224,24.06,51.47
2232,25.69,52.57
3620,23.58,62.97
3092,23.31,0
2607,23.07,53.87
3102,24.37,48.77
1850,22.88,61.35
2040,23.81,55.6
2216,24.39,51.55
2264,23.29,62.48
3096,25.54,49.98
2230,26.34,51.64
2262,24.26,53.85
1764,21.96,57.21
2294,22.73,49.45
2323,22.32,60.98
3428,25.84,50.22
3558,25.08,49
1952,20.66,65.57
2036,22.15,55.15
1846,21.7,65.75
2038,27.53,45.38
3436,25.11,50.57
3836,21.57,65.75
2292,21.74,60.13
3472,25.29,49.4
2228,24.5,53.68
1954,25.1,50.04
3438,22.48,63.28
3512,23.08,62.84
2266,20.39,72.31
1962,24.32,54.68
3474,24.87,54.15
2232,24.71,53.4
2224,24.09,50.34
2607,23.08,54.7
3092,23.24,0
3620,23.07,64.84
3500,25.9,49.83
3738,26.21,46.66
3102,24.33,48.78
2234,26.38,46.15
1850,22.86,60.95
2040,23.61,56.68
2216,24.3,52.33
3432,22.65,64.55
3096,25.59,49.75
3428,25.93,47.89
1764,21.98,57
2323,22.22,60.83
2262,24.38,53.98
2230,26.22,51.81
2294,22.78,49.27
3558,25.11,48.15
1952,20.68,65.48
2036,22.05,55.13
1846,21.61,59.92
2038,27.52,45.23
3436,24.75,51.97
3836,21.56,65.93
2292,21.57,60.24
3472,24.73,50.86
2228,24.51,53.21
3438,22.45,63.52
3512,23.1,63.83
2266,20.28,73.53
1962,24.34,53.97
3474,24.95,53.94
2232,25.76,51.41
2224,23.93,49.22
2607,23.24,54.33
3092,23.3,0
3500,25.89,49.61
3738,26.26,46.77
2234,25.91,47.06
3102,24.3,49.09
1850,22.88,60.85
2040,23.5,56.24
2216,24.02,53.25
3620,23.23,63.91
3432,22.69,64.51
3096,25.6,49.31
3428,25.95,47.31
2264,23.01,62.68
1764,21.96,56.96
2323,22.35,60.49
2262,24.2,54.22
2230,26.19,52.27
2294,22.68,49.56
3558,24.98,48.65
1952,20.44,66.14
1846,21.63,62.25
2036,21.83,56.93
2038,27.48,45.29
3436,24.82,51.95
3836,21.53,65.37
3472,24.91,49.85
3474,25.09,53.63
1962,24.3,54.24
1954,25.07,50.01
3512,23.17,63.21
3438,22.42,63.18
2607,23.04,55.8
2266,20.23,73.25
2224,23.87,49.43
3092,23.27,0
2228,24.57,53.28
3738,25.86,48.06
2234,26.08,46.63
3102,24.19,49.6
1850,22.87,60.67
2040,23.49,56.76
3096,25.39,49.86
3620,23.53,66.11
2264,23.03,62.42
2216,24.15,52.03
1764,22.07,56.14
3432,22.56,65.49
2262,24.27,53.78
2323,22.46,59.98
2230,25.88,52.98
2294,22.76,47.55
1952,20.37,66.13
2036,21.91,56.26
1846,21.64,59.99
3558,24.95,48.07
2038,27.41,45.09
3436,24.81,52.35
3472,25.15,49.28
3836,21.53,65.97
2292,21.39,60.88
3474,25.11,54.27
1962,24.18,53.97
3512,23.12,62.42
1954,25.03,50.27
2228,24.37,53.29
3438,22.35,62.3
2232,25.78,51.36
2607,22.84,56.44
2266,20.75,70.6
3092,23.26,0
2234,25.79,47.83
3102,24.16,49.7
3096,25.48,49.94
2040,23.38,57.7
2216,24.17,51.91
3432,22.7,64.36
3428,25.91,47.87
2264,23.02,62.95
2230,26.12,52.8
2323,22.45,60.31
2294,22.96,49.38
1764,22.21,55.42
2262,24.13,54.03
3620,23.65,66.72
2036,21.6,57.37
1952,20.51,65.79
3558,24.92,48.61
1846,21.61,61.47
2038,27.46,45.17
3436,24.77,52.62
3472,25.12,49.17
3836,21.49,65.58
2292,21.45,60.17
3474,25.03,53.78
1962,24.21,54.14
3512,23.08,62.76
1954,24.89,50.44
2228,24.24,53.5
3438,22.36,62.65
2232,24.68,55.05
2607,22.82,54.7
2266,20.86,70.37
3092,23.23,0
3738,25.84,48.19
2234,25.98,47.24
2224,23.81,49.55
3102,23.97,50.47
1850,22.88,60.45
2040,23.27,57.57
2216,24.08,52.47
3428,25.9,48.11
3432,22.55,65.68
2264,22.93,62.32
2230,26.08,52.73
2323,22.55,59.95
2262,24.2,53.73
2294,22.84,49.08
3558,24.8,48.85
2036,21.47,57.77
1846,21.54,58.74
2038,27.34,45.39
3620,23.54,62.8
3436,24.79,54.77
3472,25.25,48.92
2292,21.38,60.44
3836,21.55,65.87
3474,25.13,51.7
1962,24.21,54.09
3512,23.07,61.76
2228,24.27,53.28
3438,22.39,60.82
2232,25.16,53.71
2607,22.75,55.61
2266,20.57,71.6
3092,23.3,0
3738,25.85,48.09
2234,25.86,47.55
2224,23.67,52.21
3102,23.87,50.85
1850,22.84,60.24
2040,23.45,56.57
3096,25.5,49.66
2216,24.26,52.07
3428,25.9,47.84
3432,22.68,64.86
2264,22.85,62.91
2230,26.09,52.71
2262,24.26,53.9
2323,22.51,59.95
1764,22.09,59.65
2294,22.89,48.54
1952,20.27,66.36
3558,24.83,48.16
1846,21.54,58.4
2036,21.32,57.75
2038,27.28,45.56
2292,21.49,60.86
3436,24.83,52.39
3836,21.44,66.12
3472,24.94,49.34
3620,23.35,63.88
3474,25.14,53.44
1962,24.21,54.12
1954,24.77,50.84
3512,23.1,62.36
2228,24.2,53.35
3438,22.4,60.71
2232,23.99,57.49
2607,22.54,55.35
2266,20.71,70.5
3092,23.33,0
3738,25.64,48.79
2234,25.69,47.81
2224,23.61,51.43
3102,23.83,51.32
1850,22.78,60.38
2040,23.25,57.97
2216,24.1,51.84
3096,25.37,50.37
3428,25.87,47.85
3432,22.66,65.23
2264,22.74,59.28
2230,25.92,52.87
2323,22.28,60.39
2262,24.3,52.61
2294,22.9,48.66
1764,21.91,59.36
1952,20.12,66.96
3558,24.84,48.49
1846,21.56,62.63
2038,27.38,45.28
2036,21.95,56.55
2292,21.42,60.35
3836,21.25,66.89
3436,24.84,52.25
3472,24.93,48.68
1962,24.13,54.4
1954,24.65,51.28
3512,22.89,62.26
2228,24.3,53.33
3438,22.48,59.63
2232,23.92,56.56
3620,23.22,63.82
2266,20.32,71.5
3738,25.83,48.17
3092,23.4,0
3102,23.73,51.44
1850,22.78,60.88
2040,22.93,58.34
2216,24.07,51.87
3428,25.8,49.04
2264,23.02,60.46
2323,22.2,61.12
3432,22.59,65.41
2230,26.04,52.64
3096,25.06,51.14
2294,22.86,49.35
2262,24.07,53.57
1764,21.81,59.9
1846,21.41,63.52
3558,24.8,48.66
3436,24.63,52.76
3512,22.98,61.72
2228,24.18,53.8
3438,22.43,61.42
2232,23.95,57.97
3836,21.58,64.55
2292,21.43,60.33
1962,24.14,54.44
3474,25.06,53.76
2607,22.48,55.47
2266,20.68,70.68
3092,23.38,0
3620,23.28,63.13
2224,23.53,52.1
1850,22.75,60.66
2040,22.96,59.13
2216,24.2,51.71
2230,25.93,52.86
2264,23.08,59.99
2294,22.85,49.26
2262,24.24,53.7
2323,22.23,61.14
3428,25.89,46.89
3096,25.11,51.22
1764,21.58,59.33
1952,20.36,66.46
3558,24.73,48.87
1846,21.43,58.5
2038,27.07,45.6
3500,25.43,50.38
3472,24.48,49.28
2292,21.6,59.4
3436,24.58,52.8
3836,21.34,65.55
2228,24.2,53.7
2232,23.33,59.28
3512,22.97,62.03
1962,24.13,54.73
3438,22.36,60.22
1954,24.62,50.75
2607,22.46,55.41
2234,25.6,48.28
3474,24.94,54.42
2266,20.7,70.2
2224,23.47,51.54
3738,25.58,48.87
3092,23.17,0
3102,23.69,51.6
3620,23.25,63
2040,22.53,59.62
2264,23.08,59.54
2294,22.78,49.31
1850,22.72,61.01
1846,21.49,59.93
2262,24.01,53.83
2038,27.1,45.66
3436,24.56,53.43
2292,21.58,59.23
3836,21.49,64.48
3472,24.45,49.69
2228,24.33,53.34
2232,23.87,57.68
1962,24.02,55.17
3512,23,60.86
2607,22.37,55.63
2234,25.72,47.81
1954,24.58,51.13
3438,22.34,60.96
3474,24.42,55.74
2266,20.61,71.02
2224,23.53,51.33
3738,25.72,48.34
3092,22.89,0
3102,23.53,51.92
2040,22.61,59.78
3620,23.9,62.3
2264,23.3,59.14
2294,22.64,50.77
1764,21.64,59.27
1850,22.77,60.94
3428,25.23,50.37
2262,24.13,54.56
1952,20.25,66.65
3096,24.7,52.18
2230,25.76,52.69
2323,22.43,60.73
2216,24.07,52.14
2292,21.54,60.4
2228,24.04,53.82
3512,22.91,61.98
2232,23.62,57.51
1954,24.47,51.35
3500,25.23,51.48
2266,20.99,69.65
3738,25.61,48.67
3102,23.59,51.86
2224,23.25,52.36
2040,22.55,59.84
2264,23.13,59.76
2294,22.53,50.33
1764,21.67,57.8
1850,22.71,60.67
3620,24.28,60.87
3428,25.55,49.91
2262,24.14,54.34
3096,24.81,52.07
3432,22.83,64.53
2230,25.84,53.01
2323,22.49,60.33
2216,24.09,52.3
3558,24.62,49.23
1846,21.44,60.39
2036,21.77,57.72
2038,26.92,46.06
3500,25.25,51.2
3836,21.36,66.12
2292,21.58,59.74
2228,24.12,53.79
3512,22.89,62.65
2232,23.95,56.39
3436,24.62,52.96
1954,24.4,51.7
3472,24.6,49.26
2234,25.35,49.09
1962,24.01,55.4
3438,22.38,60.72
3474,24.81,54.85
2607,22.44,55.36
2266,21.04,69.17
2224,23.15,53.01
2264,22.99,59.98
2294,22.44,51.03
1850,22.69,60.63
2040,22.65,59.58
3428,25.82,49.18
3096,24.89,51.97
1952,20.01,67.75
2262,23.96,54.47
2230,25.91,52.93
3432,22.81,64.51
2323,22.58,60.02
3558,24.59,49.39
3620,23.75,63.03
2036,21.87,57.49
2038,26.79,46.31
3500,25.22,51.42
2292,21.54,60.38
3836,21.61,64.75
2232,24.41,55.3
3512,23,62.05
1954,24.43,51.81
2234,25.54,48.65
3436,24.77,53.42
3472,24.45,48.85
1962,23.93,55.57
3438,22.31,60.94
3474,24.54,55.55
